"'Account No.","'Description","'Actual 2022-2023","'Original Estimated 2023-2024","'Estimated 2024-2025",
"'347","'Pest Control","'1,620","'1,800","'1,800",
,,,,

'Confidence Scores % (Table Cell)
""'37.91503906","'44.09179688","'88.18359375","'93.45703125","'95.31250000",
"'55.37109375","'55.37109375","'55.37109375","'55.37109375","'55.37109375",
"'33.76464844","'39.25781250","'78.51562500","'83.20312500","'84.86328125",
"'34.44824219","'40.06347656","'80.12695313","'84.91210938","'86.57226563",
"'39.08691406","'39.08691406","'86.13281250","'91.30859375","'93.11523438",
"'41.47949219","'41.47949219","'85.88867188","'91.06445313","'92.87109375",
"'49.70703125","'49.70703125","'49.70703125","'49.70703125","'49.70703125",
"'43.67675781","'43.67675781","'43.67675781","'43.67675781","'43.67675781",
"'32.76367188","'38.08593750","'76.17187500","'80.76171875","'82.32421875",
"'41.67480469","'41.67480469","'87.45117188","'92.67578125","'94.48242188",
"'49.41406250","'49.41406250","'49.41406250","'49.41406250","'49.41406250",
"'25.83007813","'30.02929688","'60.05859375","'63.67187500","'64.89257813",
"'36.47460938","'42.40722656","'84.81445313","'89.89257813","'91.69921875",
"'34.96093750","'40.64941406","'81.29882813","'86.18164063","'87.84179688",
"'43.21289063","'43.21289063","'87.79296875","'93.06640625","'94.87304688",
"'63.42773438","'63.42773438","'63.42773438","'63.42773438","'63.42773438",
"'49.31640625","'49.31640625","'49.31640625","'49.31640625","'49.31640625",
"'41.11328125","'41.11328125","'41.11328125","'41.11328125","'41.11328125",
"'34.71679688","'40.35644531","'80.71289063","'85.54687500","'87.25585938",
"'35.54687500","'41.33300781","'82.66601563","'87.64648438","'89.35546875",
"'35.10742188","'40.82031250","'81.64062500","'86.52343750","'88.23242188",
"'35.69335938","'41.50390625","'83.00781250","'87.98828125","'89.69726563",
"'39.89257813","'39.89257813","'82.47070313","'87.40234375","'89.11132813",
"'35.27832031","'41.01562500","'82.03125000","'86.96289063","'88.67187500",
"'40.64941406","'40.64941406","'80.12695313","'84.91210938","'86.57226563",
"'35.69335938","'41.50390625","'83.00781250","'88.03710938","'89.74609375",
"'41.21093750","'41.21093750","'81.20117188","'86.08398438","'87.74414063",
"'39.03808594","'39.03808594","'82.42187500","'87.35351563","'89.06250000",
"'42.62695313","'42.62695313","'79.10156250","'83.83789063","'85.49804688",
"'34.81445313","'40.47851563","'80.95703125","'85.79101563","'87.50000000",
"'41.11328125","'41.11328125","'79.73632813","'84.52148438","'86.18164063",
"'35.20507813","'40.91796875","'81.83593750","'86.76757813","'88.47656250",
"'41.30859375","'41.30859375","'81.73828125","'86.62109375","'88.33007813",
"'38.35449219","'38.35449219","'81.25000000","'86.13281250","'87.79296875",
"'44.16503906","'44.16503906","'82.81250000","'87.79296875","'89.50195313",
"'38.98925781","'38.98925781","'80.95703125","'85.83984375","'87.54882813",
"'42.62695313","'42.62695313","'82.32421875","'87.30468750","'89.01367188",
"'38.62304688","'38.62304688","'81.34765625","'86.23046875","'87.89062500",
"'43.01757813","'43.01757813","'84.32617188","'89.40429688","'91.16210938",
"'39.33105469","'39.33105469","'81.10351563","'85.98632813","'87.69531250",
"'42.82226563","'42.82226563","'85.20507813","'90.33203125","'92.08984375",
"'39.94140625","'39.94140625","'82.37304688","'87.30468750","'89.06250000",
"'40.82031250","'40.82031250","'87.20703125","'92.48046875","'94.28710938",
